reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.975,41
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.5,18
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.75,162
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.9,234
2026-05-09,wk inc rsv hosp,-1,West,2026-05-02,quantile,0.975,264
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.5,11
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.75,168
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.9,247
2026-05-09,wk inc rsv hosp,0,West,2026-05-09,quantile,0.975,279
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.5,0
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.75,137
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.9,210
2026-05-09,wk inc rsv hosp,1,West,2026-05-16,quantile,0.975,241
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.5,0
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.75,148
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.9,223
2026-05-09,wk inc rsv hosp,2,West,2026-05-23,quantile,0.975,254
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.5,11
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.75,157
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.9,230
2026-05-09,wk inc rsv hosp,3,West,2026-05-30,quantile,0.975,261
