location,target_end_date,reference_date,target,horizon,output_type,output_type_id,value,model
East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,188,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.25,2,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.5,13,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.75,25,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.9,39,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,56,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.5,3,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.75,10,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.9,16,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,26,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.25,168,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.5,322,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.75,478,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.9,661,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,1028,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.25,31,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.5,81,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.75,132,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.9,196,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,324,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.1,4,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.25,58,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.5,105,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.75,153,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.9,208,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc covid hosp,3,quantile,0.975,302,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,5,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,11,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,17,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,25,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,36,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,2,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,9,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,14,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,19,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,26,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,39,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,6,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,9,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,3,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,7,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,8,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,31,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,52,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,73,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,97,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,136,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,2,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,8,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,14,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,20,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,26,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,39,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.25,2,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.5,9,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.75,16,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.9,28,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc rsv hosp,3,quantile,0.975,45,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,59,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,80,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,97,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,108,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,119,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,136,AI4Casting_Hub-Quantile_Baseline
Central,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,157,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,7,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,23,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,37,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,46,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,55,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,68,AI4Casting_Hub-Quantile_Baseline
East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,86,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,5,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,12,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,16,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,20,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,27,AI4Casting_Hub-Quantile_Baseline
North East,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,36,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,2,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,4,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,6,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,9,AI4Casting_Hub-Quantile_Baseline
North West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,14,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,207,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,295,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,353,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,395,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,437,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,496,AI4Casting_Hub-Quantile_Baseline
Ontario,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,582,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,27,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,53,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,67,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,77,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,86,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,100,AI4Casting_Hub-Quantile_Baseline
Toronto,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,127,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.025,84,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.1,110,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.25,129,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.5,143,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.75,157,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.9,176,AI4Casting_Hub-Quantile_Baseline
West,2026-01-03,2025-12-13,wk inc flu hosp,3,quantile,0.975,202,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,26,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,57,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,90,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,131,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,211,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,3,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,34,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,59,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,84,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,117,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,169,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,4,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,13,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,23,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,35,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,50,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,3,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,8,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,14,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,23,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,40,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,199,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,322,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,446,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,610,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,906,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,42,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,81,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,121,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,178,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,285,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.1,19,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.25,67,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.5,105,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.75,144,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.9,192,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc covid hosp,2,quantile,0.975,275,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,7,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,11,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,15,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,23,AI4Casting_Hub-Quantile_Baseline
Central,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,33,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,4,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,10,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,14,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,18,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,24,AI4Casting_Hub-Quantile_Baseline
East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,37,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,1,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,3,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,5,AI4Casting_Hub-Quantile_Baseline
North East,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,8,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,0,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,1,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,2,AI4Casting_Hub-Quantile_Baseline
North West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,6,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,14,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,35,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,52,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,69,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,90,AI4Casting_Hub-Quantile_Baseline
Ontario,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,123,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,4,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,10,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,14,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.75,18,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.9,24,AI4Casting_Hub-Quantile_Baseline
Toronto,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.975,34,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.25,4,AI4Casting_Hub-Quantile_Baseline
West,2025-12-27,2025-12-13,wk inc rsv hosp,2,quantile,0.5,9,AI4Casting_Hub-Quantile_Baseline
